timestamp,value
2022-07-07 12:56:46,97.65483856201172
2022-07-07 13:56:46,97.67095184326172
2022-07-07 14:56:46,97.67599105834961
2022-07-07 15:56:46,97.66790008544922
2022-07-07 16:56:46,97.66370010375977
2022-07-07 17:56:46,97.67306137084961
2022-07-07 18:56:46,97.66523361206055
2022-07-07 19:56:46,97.66397857666016
2022-07-07 20:56:46,97.65628051757812
2022-07-07 21:56:46,97.66748809814453
2022-07-07 22:56:46,97.65962600708008
2022-07-07 23:56:46,97.65929412841797
2022-07-08 00:56:46,97.65155792236328
2022-07-08 01:56:46,97.66360855102539
2022-07-08 02:56:46,97.65575408935547
2022-07-08 03:56:46,97.65541076660156
2022-07-08 04:56:46,97.64757537841797
2022-07-08 05:56:46,97.66900634765625
2022-07-08 06:56:46,97.66132354736328
2022-07-08 07:56:46,97.66098403930664
2022-07-08 08:56:46,97.65319061279297
2022-07-08 09:56:46,97.6690444946289
2022-07-08 10:56:46,97.66124725341797
2022-07-08 11:56:46,97.6609001159668
2022-07-08 12:56:46,97.65303421020508
2022-07-08 13:56:46,97.66888046264648
2022-07-08 14:56:46,97.66106796264648
2022-07-08 15:56:46,97.66086959838867
2022-07-08 16:56:46,97.65314483642578
2022-07-08 17:56:46,97.67167282104492
2022-07-08 18:56:46,97.6639175415039
2022-07-08 19:56:46,97.66264343261719
2022-07-08 20:56:46,97.65464782714844
2022-07-08 21:56:46,97.67079162597656
2022-07-08 22:56:46,97.66262435913086
2022-07-08 23:56:46,97.66231536865234
2022-07-09 00:56:46,97.65452194213867
2022-07-09 01:56:46,97.67005920410156
2022-07-09 02:56:46,97.66220092773438
2022-07-09 03:56:46,97.66212844848633
2022-07-09 04:56:46,97.65442657470703
2022-07-09 05:56:46,97.67054748535156
2022-07-09 06:56:46,97.66276550292969
2022-07-09 07:56:46,97.66258239746094
2022-07-09 08:56:46,97.65470123291016
2022-07-09 09:56:46,97.67042541503906
2022-07-09 10:56:46,97.66257858276367
2022-07-09 11:56:46,97.6623764038086
2022-07-09 12:56:46,97.65451431274414
2022-07-09 13:56:46,97.67059326171875
2022-07-09 14:56:46,97.66275405883789
2022-07-09 15:56:46,97.6622428894043
2022-07-09 16:56:46,97.65433120727539
2022-07-09 17:56:46,97.67044830322266
2022-07-09 18:56:46,97.66262435913086
2022-07-09 19:56:46,97.66216278076172
2022-07-09 20:56:46,97.65432357788086
2022-07-09 21:56:46,97.67023468017578
2022-07-09 22:56:46,97.66249465942383
2022-07-09 23:56:46,97.66234970092773
2022-07-10 00:56:46,97.65456008911133
2022-07-10 01:56:46,97.67052841186523
2022-07-10 02:56:46,97.66261291503906
2022-07-10 03:56:46,97.66281509399414
2022-07-10 04:56:46,97.65496826171875
2022-07-10 05:56:46,97.67102432250977
2022-07-10 06:56:46,97.6631965637207
2022-07-10 07:56:46,97.66287994384766
2022-07-10 08:56:46,97.65507507324219
2022-07-10 09:56:46,97.6710319519043
2022-07-10 10:56:46,97.66320419311523
2022-07-10 11:56:46,97.66295623779297
2022-07-10 12:56:46,97.65523147583008
2022-07-10 13:56:46,97.67108917236328
2022-07-10 14:56:46,97.6632308959961
2022-07-10 15:56:46,97.66302490234375
2022-07-10 16:56:46,97.65520858764648
2022-07-10 17:56:46,97.67137145996094
2022-07-10 18:56:46,97.66345977783203
2022-07-10 19:56:46,97.66336822509766
2022-07-10 20:56:46,97.65552520751953
2022-07-10 21:56:46,97.67153549194336
2022-07-10 22:56:46,97.66387176513672
2022-07-10 23:56:46,97.66366577148438
2022-07-11 00:56:46,97.65570449829102
2022-07-11 01:56:46,97.6717643737793
2022-07-11 02:56:46,97.6639289855957
2022-07-11 03:56:46,97.66357803344727
2022-07-11 04:56:46,97.6557502746582
2022-07-11 05:56:46,97.67151641845703
2022-07-11 06:56:46,97.66367721557617
2022-07-11 07:56:46,97.6633186340332
2022-07-11 08:56:46,97.65551376342773
2022-07-11 09:56:46,97.67094039916992
2022-07-11 10:56:46,97.6631088256836
2022-07-11 11:56:46,97.66278839111328
2022-07-11 12:56:46,97.65496444702148
2022-07-11 13:56:46,97.6709976196289
2022-07-11 14:56:46,97.66315841674805
2022-07-11 15:56:46,97.66292953491211
2022-07-11 16:56:46,97.65510177612305
2022-07-11 17:56:46,97.67095947265625
2022-07-11 18:56:46,97.66308975219727
2022-07-11 19:56:46,97.6628189086914
2022-07-11 20:56:46,97.65513229370117
2022-07-11 21:56:46,97.67105102539062
2022-07-11 22:56:46,97.66326904296875
2022-07-11 23:56:46,97.66317749023438
2022-07-12 00:56:46,97.6592903137207
2022-07-12 01:56:46,97.67184829711914
2022-07-12 02:56:46,97.66781997680664
2022-07-12 03:56:46,97.66419982910156
2022-07-12 04:56:46,97.6602783203125
2022-07-12 05:56:46,97.67223358154297
2022-07-12 06:56:46,97.6683120727539
2022-07-12 07:56:46,97.66479873657227
2022-07-12 08:56:46,97.6608657836914
2022-07-12 09:56:46,97.67319869995117
2022-07-12 10:56:46,97.66924285888672
2022-07-12 11:56:46,97.666015625
